Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Proft,Operating Margin,Sales Method
West Gear,1111110,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,70,800,56000,22400,0.4,Online
West Gear,1111110,12/16/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,80,800,64000,25600,0.4,Online
West Gear,1111110,1/5/2021,South,Louisiana,New Orleans,Women's Apparel,35,475,16625,7481,0.45,Online
West Gear,1111110,3/6/2021,West,Idaho,Boise,Men's Apparel,40,250,10000,3000,0.3,Online
West Gear,1111110,3/6/2021,West,Idaho,Boise,Women's Apparel,35,400,14000,7000,0.5,Online
West Gear,1111110,4/5/2021,West,Idaho,Boise,Men's Street Footwear,20,650,13000,4550,0.35,Online
West Gear,1111110,4/5/2021,West,Idaho,Boise,Men's Athletic Footwear,30,650,19500,6825,0.35,Online
West Gear,1111110,4/5/2021,West,Idaho,Boise,Women's Street Footwear,25,475,11875,4156,0.35,Online
West Gear,1111110,4/5/2021,West,Idaho,Boise,Women's Athletic Footwear,30,375,11250,5063,0.45,Online
West Gear,1111110,4/5/2021,West,Idaho,Boise,Men's Apparel,35,275,9625,2888,0.3,Online
West Gear,1111110,4/5/2021,West,Idaho,Boise,Women's Apparel,30,550,16500,8250,0.5,Online
West Gear,1111110,5/5/2021,West,Idaho,Boise,Men's Street Footwear,20,700,14000,4900,0.35,Online
West Gear,1111110,5/5/2021,West,Idaho,Boise,Men's Athletic Footwear,30,725,21750,7613,0.35,Online
West Gear,1111110,5/5/2021,West,Idaho,Boise,Women's Street Footwear,25,575,14375,5031,0.35,Online
West Gear,1111110,5/5/2021,West,Idaho,Boise,Women's Athletic Footwear,35,500,17500,7875,0.45,Online
West Gear,1111110,5/5/2021,West,Idaho,Boise,Men's Apparel,50,400,20000,6000,0.3,Online
West Gear,1111110,5/5/2021,West,Idaho,Boise,Women's Apparel,45,750,33750,16875,0.5,Online
West Gear,1111110,6/4/2021,West,Idaho,Boise,Men's Street Footwear,45,750,33750,11813,0.35,Online
West Gear,1111110,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,50,750,37500,13125,0.35,Online
West Gear,1111110,6/4/2021,West,Idaho,Boise,Women's Street Footwear,50,600,30000,10500,0.35,Online
West Gear,1111110,6/4/2021,West,Idaho,Boise,Women's Athletic Footwear,50,550,27500,12375,0.45,Online
West Gear,1111110,6/4/2021,West,Idaho,Boise,Men's Apparel,55,450,24750,7425,0.3,Online
West Gear,1111110,6/4/2021,West,Idaho,Boise,Women's Apparel,60,825,49500,24750,0.5,Online
West Gear,1111110,7/6/2021,West,Idaho,Boise,Men's Street Footwear,50,775,38750,15500,0.4,Online
West Gear,1111110,7/6/2021,West,Idaho,Boise,Men's Athletic Footwear,55,775,42625,17050,0.4,Online
West Gear,1111110,7/6/2021,West,Idaho,Boise,Women's Street Footwear,50,925,46250,18500,0.4,Online
West Gear,1111110,7/6/2021,West,Idaho,Boise,Women's Athletic Footwear,50,525,26250,13125,0.5,Online
West Gear,1111110,7/6/2021,West,Idaho,Boise,Men's Apparel,55,525,28875,10106,0.35,Online
West Gear,1111110,12/9/2021,Midwest,Ohio,Columbus,Women's Street Footwear,65,575,37375,14950,0.4,Online
West Gear,1111110,12/9/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,65,525,34125,13650,0.4,Online
West Gear,1111110,12/9/2021,Midwest,Ohio,Columbus,Men's Apparel,75,525,39375,13781,0.35,Online
West Gear,1111110,12/9/2021,Midwest,Ohio,Columbus,Women's Apparel,80,625,50000,25000,0.5,Online
West Gear,1111110,10/21/2021,South,Arkansas,Little Rock,Women's Apparel,30,400,12000,4800,0.4,Online
West Gear,1111110,11/20/2021,South,Arkansas,Little Rock,Men's Street Footwear,25,550,13750,5500,0.4,Online
West Gear,1111110,11/20/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,15,375,5625,1969,0.35,Online
West Gear,1111110,11/20/2021,South,Arkansas,Little Rock,Women's Street Footwear,25,320,8000,3200,0.4,Online
West Gear,1111110,11/20/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,55,375,20625,8250,0.4,Online
West Gear,1111110,11/20/2021,South,Arkansas,Little Rock,Men's Apparel,75,350,26250,9188,0.35,Online
West Gear,1111110,11/20/2021,South,Arkansas,Little Rock,Women's Apparel,75,450,33750,13500,0.4,Online
West Gear,1111110,12/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,70,700,49000,19600,0.4,Online
West Gear,1111110,12/19/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,60,500,30000,10500,0.35,Online
West Gear,1111110,12/19/2021,South,Arkansas,Little Rock,Women's Street Footwear,60,450,27000,10800,0.4,Online
West Gear,1111110,12/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,60,400,24000,9600,0.4,Online
West Gear,1111110,12/19/2021,South,Arkansas,Little Rock,Men's Apparel,70,400,28000,9800,0.35,Online
West Gear,1111110,12/19/2021,South,Arkansas,Little Rock,Women's Apparel,75,500,37500,15000,0.4,Online
West Gear,1111110,1/23/2021,South,Arkansas,Little Rock,Men's Street Footwear,25,575,14375,5750,0.4,Online
West Gear,1111110,1/23/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,25,375,9375,3281,0.35,Online
West Gear,1111110,1/23/2021,South,Arkansas,Little Rock,Women's Street Footwear,15,375,5625,2250,0.4,Online
West Gear,1111110,1/23/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,20,225,4500,1800,0.4,Online
West Gear,1111110,1/23/2021,South,Arkansas,Little Rock,Men's Apparel,35,275,9625,3369,0.35,Online
West Gear,1111110,1/23/2021,South,Arkansas,Little Rock,Women's Apparel,25,375,9375,3750,0.4,Online
West Gear,1111110,2/21/2021,South,Arkansas,Little Rock,Men's Street Footwear,25,625,15625,6250,0.4,Online
West Gear,1111110,2/21/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,25,275,6875,2406,0.35,Online
West Gear,1111110,2/21/2021,South,Arkansas,Little Rock,Women's Street Footwear,15,325,4875,1950,0.4,Online
West Gear,1111110,2/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,175,3500,1400,0.4,Online
West Gear,1111110,2/21/2021,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,8750,3063,0.35,Online
West Gear,1111110,2/21/2021,South,Oklahoma,Oklahoma City,Women's Apparel,20,350,7000,2800,0.4,Online
West Gear,1111110,3/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,570,11400,4560,0.4,Online
West Gear,1111110,3/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20,250,5000,1750,0.35,Online
West Gear,1111110,3/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,10,275,2750,1100,0.4,Online
West Gear,1111110,3/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,125,2500,1000,0.4,Online
West Gear,1111110,3/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,35,175,6125,2144,0.35,Online
West Gear,1111110,3/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,25,275,6875,2750,0.4,Online
West Gear,1111110,4/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,25,525,13125,5250,0.4,Online
West Gear,1111110,4/20/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25,225,5625,1969,0.35,Online
West Gear,1111110,4/20/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,225,3375,1350,0.4,Online
West Gear,1111110,4/20/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,150,3000,1200,0.4,Online
West Gear,1111110,4/20/2021,South,Oklahoma,Oklahoma City,Men's Apparel,40,175,7000,2450,0.35,Online
West Gear,1111110,4/20/2021,South,Oklahoma,Oklahoma City,Women's Apparel,30,325,9750,3900,0.4,Online
West Gear,1111110,5/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,40,595,23800,9520,0.4,Online
West Gear,1111110,5/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40,300,12000,4200,0.35,Online
West Gear,1111110,5/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,35,275,9625,3850,0.4,Online
West Gear,1111110,5/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,35,225,7875,3150,0.4,Online
West Gear,1111110,5/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,45,250,11250,3938,0.35,Online
West Gear,1111110,5/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,45,350,15750,6300,0.4,Online
West Gear,1111110,6/21/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,40,600,24000,9600,0.4,Online
West Gear,1111110,6/21/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,35,350,12250,4288,0.35,Online
West Gear,1111110,6/21/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,40,325,13000,5200,0.4,Online
West Gear,1111110,6/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40,300,12000,4800,0.4,Online
West Gear,1111110,6/21/2021,South,Oklahoma,Oklahoma City,Men's Apparel,55,300,16500,5775,0.35,Online
West Gear,1111110,6/21/2021,South,Oklahoma,Oklahoma City,Women's Apparel,60,475,28500,11400,0.4,Online
West Gear,1111110,7/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,55,700,38500,15400,0.4,Online
West Gear,1111110,7/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,50,450,22500,7875,0.35,Online
West Gear,1111110,7/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,45,375,16875,6750,0.4,Online
West Gear,1111110,7/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,45,325,14625,5850,0.4,Online
West Gear,1111110,7/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,60,350,21000,7350,0.35,Online
West Gear,1111110,7/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,65,525,34125,13650,0.4,Online
West Gear,1111110,8/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,60,675,40500,16200,0.4,Online
West Gear,1111110,8/20/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,55,450,24750,8663,0.35,Online
West Gear,1111110,8/20/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,50,375,18750,7500,0.4,Online
West Gear,1111110,8/20/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40,325,13000,5200,0.4,Online
West Gear,1111110,8/20/2021,South,Oklahoma,Oklahoma City,Men's Apparel,50,300,15000,5250,0.35,Online
West Gear,1111110,8/20/2021,South,Oklahoma,Oklahoma City,Women's Apparel,55,475,26125,10450,0.4,Online
West Gear,1111110,9/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,50,575,28750,11500,0.4,Online
West Gear,1111110,9/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40,375,15000,5250,0.35,Online
West Gear,1111110,9/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,275,4125,1650,0.4,Online
West Gear,1111110,9/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,250,3750,1500,0.4,Online
West Gear,1111110,9/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,25,250,6250,2188,0.35,Online
West Gear,1111110,9/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,30,350,10500,4200,0.4,Online
West Gear,1111110,10/21/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,30,525,15750,6300,0.4,Online
West Gear,1111110,10/21/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20,350,7000,2450,0.35,Online
West Gear,1111110,10/21/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,20,225,4500,1800,0.4,Online
West Gear,1111110,10/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,200,4000,1600,0.4,Online
West Gear,1111110,10/21/2021,South,Oklahoma,Oklahoma City,Men's Apparel,30,200,6000,2100,0.35,Online
West Gear,1111110,10/6/2021,Midwest,Iowa,Des Moines,Women's Apparel,50,250,12500,5000,0.4,In-store
West Gear,1111110,11/6/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,45,400,18000,5400,0.3,In-store
West Gear,1111110,11/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35,275,9625,3369,0.35,In-store
West Gear,1111110,11/6/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,35,220,7700,2310,0.3,In-store
West Gear,1111110,11/6/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35,200,7000,2100,0.3,In-store
West Gear,1111110,11/6/2021,Midwest,Iowa,Des Moines,Men's Apparel,60,175,10500,5250,0.5,In-store
West Gear,1111110,11/6/2021,Midwest,Iowa,Des Moines,Women's Apparel,65,275,17875,7150,0.4,In-store
West Gear,1111110,12/5/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,60,525,31500,9450,0.3,In-store
West Gear,1111110,12/5/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,50,325,16250,5688,0.35,In-store
West Gear,1111110,12/5/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,50,275,13750,4125,0.3,In-store
West Gear,1111110,12/5/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,50,225,11250,3375,0.3,In-store
West Gear,1111110,12/5/2021,Midwest,Iowa,Des Moines,Men's Apparel,60,225,13500,6750,0.5,In-store
West Gear,1111110,12/5/2021,Midwest,Iowa,Des Moines,Women's Apparel,65,325,21125,8450,0.4,In-store
West Gear,1111110,1/3/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,30,450,13500,4050,0.3,In-store
West Gear,1111110,1/3/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,250,7500,2625,0.35,In-store
West Gear,1111110,1/3/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,20,250,5000,1500,0.3,In-store
West Gear,1111110,1/3/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,100,2500,750,0.3,In-store
West Gear,1111110,1/3/2021,Midwest,Iowa,Des Moines,Men's Apparel,40,150,6000,3000,0.5,In-store
West Gear,1111110,1/3/2021,Midwest,Iowa,Des Moines,Women's Apparel,30,250,7500,3000,0.4,In-store
West Gear,1111110,2/3/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,30,500,15000,4500,0.3,In-store
West Gear,1111110,2/3/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,150,4500,1575,0.35,In-store
West Gear,1111110,2/3/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,20,200,4000,1200,0.3,In-store
West Gear,1111110,2/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,75,1875,563,0.3,In-store
West Gear,1111110,2/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,40,150,6000,3000,0.5,In-store
West Gear,1111110,2/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,15,250,3750,1500,0.4,In-store
West Gear,1111110,3/2/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,20,470,9400,2820,0.3,In-store
West Gear,1111110,3/2/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20,175,3500,1225,0.35,In-store
West Gear,1111110,3/2/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,10,225,2250,675,0.3,In-store
West Gear,1111110,3/2/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15,75,1125,338,0.3,In-store
West Gear,1111110,3/2/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,30,125,3750,1875,0.5,In-store
West Gear,1111110,3/2/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,20,225,4500,1800,0.4,In-store
West Gear,1111110,4/3/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,20,450,9000,2700,0.3,In-store
West Gear,1111110,4/3/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20,150,3000,1050,0.35,In-store
West Gear,1111110,4/3/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,10,150,1500,450,0.3,In-store
West Gear,1111110,4/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15,75,1125,338,0.3,In-store
West Gear,1111110,4/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,60,100,6000,3000,0.5,In-store
West Gear,1111110,4/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,50,225,11250,4500,0.4,In-store
West Gear,1111110,5/4/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,60,495,29700,8910,0.3,In-store
West Gear,1111110,5/4/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,40,200,8000,2800,0.35,In-store
West Gear,1111110,5/4/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,175,6125,1838,0.3,In-store
West Gear,1111110,5/4/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35,150,5250,1575,0.3,In-store
West Gear,1111110,5/4/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,45,175,7875,3938,0.5,In-store
West Gear,1111110,5/4/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,50,300,15000,6000,0.4,In-store
West Gear,1111110,6/3/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,550,19250,5775,0.3,In-store
West Gear,1111110,6/3/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,300,9000,3150,0.35,In-store
West Gear,1111110,6/3/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,200,5000,1500,0.3,In-store
West Gear,1111110,6/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,175,4375,1313,0.3,In-store
West Gear,1111110,6/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,35,175,6125,3063,0.5,In-store
West Gear,1111110,6/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,55,325,17875,7150,0.4,In-store
West Gear,1111110,7/2/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,50,550,27500,8250,0.3,In-store
West Gear,1111110,7/2/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45,300,13500,4725,0.35,In-store
West Gear,1111110,7/2/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,40,225,9000,2700,0.3,In-store
West Gear,1111110,7/2/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40,175,7000,2100,0.3,In-store
West Gear,1111110,7/2/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,50,200,10000,5000,0.5,In-store
West Gear,1111110,7/2/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,55,375,20625,8250,0.4,In-store
West Gear,1111110,8/3/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,50,525,26250,7875,0.3,In-store
West Gear,1111110,8/3/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45,300,13500,4725,0.35,In-store
West Gear,1111110,8/3/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,40,225,9000,2700,0.3,In-store
West Gear,1111110,8/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40,200,8000,2400,0.3,In-store
West Gear,1111110,8/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,50,175,8750,4375,0.5,In-store
West Gear,1111110,8/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,55,350,19250,7700,0.4,In-store
West Gear,1111110,9/4/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,475,16625,4988,0.3,In-store
West Gear,1111110,9/4/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,250,7500,2625,0.35,In-store
West Gear,1111110,9/4/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,150,3750,1125,0.3,In-store
West Gear,1111110,9/4/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,125,3125,938,0.3,In-store
West Gear,1111110,9/4/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,35,125,4375,2188,0.5,In-store
West Gear,1111110,9/4/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,40,200,8000,3200,0.4,In-store
West Gear,1111110,10/3/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,45,375,16875,5063,0.3,In-store
West Gear,1111110,10/3/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35,225,7875,2756,0.35,In-store
West Gear,1111110,10/3/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,125,4375,1313,0.3,In-store
West Gear,1111110,10/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35,125,4375,1313,0.3,In-store
West Gear,1111110,10/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,45,125,5625,2813,0.5,In-store
West Gear,1111110,10/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,50,250,12500,5000,0.4,In-store
West Gear,1111110,11/3/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,45,400,18000,5400,0.3,In-store
West Gear,1111110,11/3/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35,300,10500,3675,0.35,In-store
West Gear,1111110,11/3/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,245,8575,2573,0.3,In-store
West Gear,1111110,11/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35,225,7875,2363,0.3,In-store
West Gear,1111110,11/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,60,200,12000,6000,0.5,In-store
West Gear,1111110,11/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,65,300,19500,7800,0.4,In-store
West Gear,1111110,12/2/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,60,550,33000,9900,0.3,In-store
West Gear,1111110,12/2/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,50,350,17500,6125,0.35,In-store
West Gear,1111110,12/2/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,50,300,15000,4500,0.3,In-store
West Gear,1111110,12/2/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,50,250,12500,3750,0.3,In-store
West Gear,1111110,12/2/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,60,250,15000,7500,0.5,In-store
West Gear,1111110,12/2/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,65,350,22750,9100,0.4,In-store
West Gear,1111110,1/10/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,500,17500,7000,0.4,In-store
West Gear,1111110,1/10/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35,300,10500,4200,0.4,In-store
West Gear,1111110,1/10/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,300,7500,2625,0.35,In-store
West Gear,1111110,1/10/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,30,150,4500,1575,0.35,In-store
West Gear,1111110,1/10/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,45,200,9000,2700,0.3,In-store
West Gear,1111110,1/10/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,35,300,10500,4200,0.4,In-store
West Gear,1111110,2/10/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,550,19250,7700,0.4,In-store
West Gear,1111110,2/10/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35,200,7000,2800,0.4,In-store
West Gear,1111110,2/10/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,250,6250,2188,0.35,In-store
West Gear,1111110,2/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30,125,3750,1313,0.35,In-store
West Gear,1111110,2/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,45,200,9000,2700,0.3,In-store
West Gear,1111110,2/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,20,300,6000,2400,0.4,In-store
West Gear,1111110,3/9/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,25,520,13000,5200,0.4,In-store
West Gear,1111110,3/9/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,25,225,5625,2250,0.4,In-store
West Gear,1111110,3/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,15,275,4125,1444,0.35,In-store
West Gear,1111110,3/9/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,20,125,2500,875,0.35,In-store
West Gear,1111110,3/9/2021,Midwest,Indiana,Indianapolis,Men's Apparel,35,175,6125,1838,0.3,In-store
West Gear,1111110,3/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,25,275,6875,2750,0.4,In-store
West Gear,1111110,4/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,25,500,12500,5000,0.4,In-store
West Gear,1111110,4/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,25,200,5000,2000,0.4,In-store
West Gear,1111110,4/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,15,200,3000,1050,0.35,In-store
West Gear,1111110,4/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,20,125,2500,875,0.35,In-store
West Gear,1111110,4/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,65,150,9750,2925,0.3,In-store
West Gear,1111110,4/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,50,275,13750,5500,0.4,In-store
West Gear,1111110,5/11/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,60,545,32700,13080,0.4,In-store
West Gear,1111110,5/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,40,250,10000,4000,0.4,In-store
West Gear,1111110,5/11/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,35,225,7875,2756,0.35,In-store
West Gear,1111110,5/11/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,35,175,6125,2144,0.35,In-store
West Gear,1111110,5/11/2021,Midwest,Indiana,Indianapolis,Men's Apparel,45,200,9000,2700,0.3,In-store
West Gear,1111110,5/11/2021,Midwest,Indiana,Indianapolis,Women's Apparel,55,325,17875,7150,0.4,In-store
West Gear,1111110,6/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,40,575,23000,9200,0.4,In-store
West Gear,1111110,6/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35,325,11375,4550,0.4,In-store
West Gear,1111110,6/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,30,200,6000,2100,0.35,In-store
West Gear,1111110,6/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30,175,5250,1838,0.35,In-store
West Gear,1111110,6/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,40,175,7000,2100,0.3,In-store
West Gear,1111110,6/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,60,325,19500,7800,0.4,In-store
West Gear,1111110,7/9/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,55,550,30250,12100,0.4,In-store
West Gear,1111110,7/9/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,50,300,15000,6000,0.4,In-store
West Gear,1111110,7/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,45,225,10125,3544,0.35,In-store
West Gear,1111110,7/9/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45,175,7875,2756,0.35,In-store
West Gear,1111110,7/9/2021,Midwest,Indiana,Indianapolis,Men's Apparel,55,200,11000,3300,0.3,In-store
West Gear,1111110,7/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,60,375,22500,9000,0.4,In-store
West Gear,1111110,8/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,50,525,26250,10500,0.4,In-store
